Airline,Booking_Date,Departure_Date,Days_to_Departure,Source,Destination,Duration,Class,Price
Sriwijaya Air,2023-04-14,2023-04-25,,Jakarta,Balikpapan,2.1,Economy,1637.7809421254638
AirAsia,2024-11-30,2024-12-22,,Balikpapan,Surabaya,1.5,Economy,1952.3948012891638
Sriwijaya Air,2023-01-09,2023-01-16,7.0,Denpasar,Makassar,1.3,Economy,1001.8551497085618
Batik Air,2023-03-01,2023-04-03,33.0,Yogyakarta,Medan,3.7,Business,4873.212458904646
AirAsia,2024-01-22,2024-02-06,15.0,Jakarta,Balikpapan,2.1,Economy,1438.602776584657
Citilink,2023-07-25,2023-07-29,4.0,Denpasar,Makassar,1.1,Economy,2167.0197079794584
Garuda Indonesia,2024-08-30,2024-11-16,78.0,Jakarta,Makassar,2.3,Economy,467.22500995509427
AirAsia,2024-04-10,2024-04-22,12.0,Makassar,Jakarta,2.6,Economy,1068.9416403914893
Garuda Indonesia,2024-04-09,2024-05-06,27.0,Makassar,Medan,4.2,Economy,1430.7439916634326
Lion Air,2023-01-09,2023-04-02,83.0,Yogyakarta,Surabaya,1.1,Economy,1071.161782405862
AirAsia,2023-03-10,2023-05-20,71.0,Yogyakarta,Medan,3.8,Business,3369.5518245201447
Garuda Indonesia,2023-04-11,2023-07-02,82.0,Yogyakarta,Denpasar,1.0,Business,3698.7566837170993
Lion Air,2023-03-23,2023-05-15,53.0,Balikpapan,Makassar,1.0,Economy,922.5311675578673
Garuda Indonesia,2023-12-08,2023-12-30,22.0,Surabaya,Medan,3.4,Economy,1962.2908484316972
Garuda Indonesia,2024-03-23,2024-05-08,46.0,Surabaya,Yogyakarta,0.9,Economy,739.9061021168983
Citilink,2023-05-28,2023-08-25,89.0,Denpasar,Balikpapan,1.3,Economy,2841.040804813454
Citilink,2024-10-31,2024-11-08,8.0,Surabaya,Makassar,1.6,Business,5832.0529131725125
Citilink,2023-04-07,2023-05-04,27.0,Denpasar,Balikpapan,1.6,Economy,2156.5349595546622
Lion Air,2024-11-24,2025-02-12,80.0,Surabaya,Makassar,1.5,Economy,1503.1199592935404
Batik Air,2023-07-01,2023-08-26,56.0,Yogyakarta,Jakarta,1.3,Economy,1087.4008787241473
Citilink,2023-05-22,2023-05-25,3.0,Surabaya,Jakarta,1.5,Economy,1831.9297239309076
Sriwijaya Air,2023-06-24,2023-08-29,66.0,Denpasar,Makassar,1.1,Business,2961.7245414380805
Sriwijaya Air,2024-10-27,2024-12-14,48.0,Yogyakarta,Makassar,1.8,Economy,976.7999994496998
Sriwijaya Air,2024-11-24,2025-02-06,74.0,Denpasar,Surabaya,1.1,Business,2878.3672571766892
Lion Air,2024-05-24,2024-07-25,62.0,Surabaya,Yogyakarta,1.1,Economy,937.5631699168639
Citilink,2023-01-21,2023-04-19,88.0,Medan,Balikpapan,3.6,Economy,3098.275709625971
Lion Air,2024-02-19,2024-03-17,27.0,Balikpapan,Medan,3.5,Business,5105.566085434917
Batik Air,2024-06-05,2024-07-04,29.0,Medan,Balikpapan,3.6,Economy,984.841630328586
Batik Air,2023-10-18,2023-11-10,23.0,Yogyakarta,Makassar,2.1,Economy,1558.664139287927
Batik Air,2023-05-21,2023-06-02,12.0,Yogyakarta,Balikpapan,2.3,Economy,2481.8305448994515
Citilink,2024-10-22,2024-10-30,8.0,Balikpapan,Denpasar,1.3,Business,4660.239200016191
Citilink,2023-06-14,2023-09-07,85.0,Medan,Denpasar,4.2,Economy,687.5634302040417
Sriwijaya Air,2024-06-08,2024-06-18,10.0,Surabaya,Denpasar,1.0,Economy,2259.199178746934
Garuda Indonesia,2024-01-10,2024-03-29,79.0,Yogyakarta,Surabaya,1.0,Economy,785.1618681018692
Garuda Indonesia,2024-10-26,2024-10-30,4.0,Makassar,Denpasar,1.4,Business,3831.1825792652267
AirAsia,2024-10-01,2024-10-21,20.0,Makassar,Denpasar,1.4,Economy,1844.7654481588331
AirAsia,2024-10-04,2024-10-05,1.0,Denpasar,Makassar,1.4,Economy,1555.7827145346905
Citilink,2023-05-21,2023-07-29,69.0,Balikpapan,Yogyakarta,2.1,Economy,1678.9976560903349
Batik Air,2024-11-14,2024-12-10,26.0,Yogyakarta,Makassar,1.9,Economy,1503.9236446692662
Citilink,2023-08-02,2023-08-27,25.0,Balikpapan,Jakarta,2.0,Business,2555.787679546312
AirAsia,2024-05-03,2024-06-27,55.0,Medan,Yogyakarta,3.9,Economy,697.3303760297655
Sriwijaya Air,2023-08-05,2023-11-02,89.0,Medan,Yogyakarta,3.9,Economy,1265.5695193256026
Sriwijaya Air,2023-06-26,2023-09-06,72.0,Makassar,Medan,3.9,Economy,1127.3236344529803
Sriwijaya Air,2024-04-05,2024-04-22,17.0,Medan,Yogyakarta,3.7,Economy,1738.376503881552
Lion Air,2024-12-06,2025-02-24,80.0,Denpasar,Medan,4.3,Economy,1100.1138460895836
Batik Air,2023-05-13,2023-07-04,52.0,Medan,Yogyakarta,4.0,Economy,822.9605031849578
Citilink,2023-07-30,2023-09-26,58.0,Yogyakarta,Jakarta,1.2,Economy,1152.0650705743544
Batik Air,2023-11-27,2024-01-29,63.0,Surabaya,Balikpapan,1.6,Economy,1263.1047451251814
Batik Air,2023-08-14,2023-10-17,64.0,Jakarta,Denpasar,1.9,Business,1636.6553656798787
Batik Air,2023-12-14,2024-01-24,41.0,Surabaya,Medan,3.5,Economy,1986.411707765274
Citilink,2023-08-22,2023-11-15,85.0,Surabaya,Medan,3.7,Economy,1052.6380704213684
Batik Air,2024-11-23,2025-02-15,84.0,Surabaya,Denpasar,1.0,Economy,953.367096841559
Sriwijaya Air,2024-03-05,2024-03-29,24.0,Yogyakarta,Balikpapan,2.3,Business,2113.0069268013035
Lion Air,2024-03-13,2024-04-12,30.0,Medan,Balikpapan,3.5,Economy,1036.6754015097238
Sriwijaya Air,2024-11-27,2025-02-08,73.0,Balikpapan,Makassar,1.0,Business,6748.137270753138
Citilink,2023-03-27,2023-05-02,36.0,Makassar,Balikpapan,1.1,Economy,1332.6845499853262
Garuda Indonesia,2024-09-04,2024-11-09,66.0,Yogyakarta,Jakarta,1.3,Business,6363.126381195845
Sriwijaya Air,2024-07-22,2024-07-27,5.0,Makassar,Surabaya,1.3,Business,2032.7527129641117
Garuda Indonesia,2024-04-14,2024-06-29,76.0,Yogyakarta,Denpasar,1.0,Economy,1068.318006412033
Citilink,2023-02-19,2023-04-19,59.0,Makassar,Denpasar,1.1,Economy,2616.375512902604
Garuda Indonesia,2024-10-14,2024-11-25,42.0,Makassar,Jakarta,2.7,Business,3446.4247571944525
Garuda Indonesia,2023-11-02,2024-01-27,86.0,Surabaya,Yogyakarta,1.0,Economy,1150.5887176571787
Sriwijaya Air,2023-01-03,2023-01-17,14.0,Makassar,Denpasar,1.2,Economy,2063.6261070616692
Sriwijaya Air,2024-09-07,2024-09-12,5.0,Medan,Makassar,3.8,Economy,1712.8221631676633
Citilink,2024-11-14,2025-02-04,82.0,Denpasar,Jakarta,1.6,Economy,827.663269391043
Garuda Indonesia,2023-07-16,2023-09-12,58.0,Makassar,Balikpapan,1.1,Economy,1237.8841667498514
Citilink,2023-08-30,2023-09-27,28.0,Balikpapan,Medan,3.4,Economy,3941.071529396659
Sriwijaya Air,2023-09-24,2023-11-10,47.0,Jakarta,Balikpapan,1.9,Economy,1508.307143402188
Sriwijaya Air,2023-12-12,2024-03-04,83.0,Medan,Surabaya,3.4,Economy,1507.1291728755093
Lion Air,2024-08-04,2024-09-16,43.0,Yogyakarta,Jakarta,1.2,Economy,1186.7759313493602
AirAsia,2024-03-18,2024-03-24,6.0,Surabaya,Yogyakarta,1.0,Economy,2351.0357776272085
AirAsia,2023-05-15,2023-08-04,81.0,Surabaya,Denpasar,1.1,Economy,1105.2405825603869
Citilink,2023-12-25,2024-02-15,52.0,Jakarta,Medan,2.1,Economy,1722.5394514186046
AirAsia,2023-01-18,2023-02-20,33.0,Yogyakarta,Jakarta,1.3,Economy,1615.6871826461434
Garuda Indonesia,2024-03-20,2024-04-02,13.0,Medan,Balikpapan,3.4,Business,3069.642663968356
Batik Air,2023-09-07,2023-11-14,68.0,Denpasar,Balikpapan,1.5,Business,1869.3450260612947
Citilink,2024-05-01,2024-05-18,,Balikpapan,Jakarta,2.1,Economy,1179.4158804345157
Citilink,2023-05-08,2023-07-27,80.0,Balikpapan,Jakarta,2.1,Economy,1267.6656044689225
Batik Air,2023-08-20,2023-09-03,14.0,Surabaya,Makassar,1.6,Economy,1534.762197080976
Sriwijaya Air,2023-01-27,2023-03-12,44.0,Makassar,Medan,3.9,Economy,1550.9465492174481
Citilink,2024-11-25,2025-01-06,42.0,Jakarta,Yogyakarta,1.2,Economy,2027.3474019040607
Batik Air,2023-06-18,2023-08-17,60.0,Medan,Balikpapan,3.7,Economy,1293.3884030145582
Sriwijaya Air,2023-03-09,2023-03-15,6.0,Jakarta,Denpasar,1.8,Economy,1779.381515326665
AirAsia,2023-03-25,2023-04-27,33.0,Yogyakarta,Surabaya,1.0,Economy,1945.6640388241417
Sriwijaya Air,2024-04-12,2024-04-19,7.0,Jakarta,Yogyakarta,1.3,Economy,1361.1672974106675
Garuda Indonesia,2024-04-03,2024-05-30,57.0,Yogyakarta,Makassar,1.9,Economy,1268.1446366782395
Citilink,2023-11-10,2023-12-19,39.0,Denpasar,Balikpapan,1.4,Business,3407.3042187028723
Citilink,2024-12-12,2025-01-17,36.0,Jakarta,Surabaya,1.5,Economy,1329.1777543017868
Garuda Indonesia,2024-06-07,2024-06-09,,Jakarta,Medan,2.3,Economy,2437.067881459636
Lion Air,2023-03-10,2023-03-20,10.0,Denpasar,Jakarta,1.9,Economy,1906.2672193300946
Lion Air,2024-01-31,2024-03-06,35.0,Balikpapan,Medan,3.3,Economy,872.6214557766598
Lion Air,2024-01-28,2024-04-20,83.0,Jakarta,Makassar,2.7,Business,1818.6254201148483
Lion Air,2023-12-04,2023-12-09,5.0,Makassar,Medan,4.0,Economy,2119.6665223950586
AirAsia,2024-09-26,2024-10-24,28.0,Surabaya,Balikpapan,1.5,Economy,1956.2012555053102
AirAsia,2024-06-16,2024-07-06,20.0,Medan,Yogyakarta,3.7,Economy,1324.0924510071509
Sriwijaya Air,2023-06-30,2023-07-23,23.0,Jakarta,Balikpapan,1.8,Business,3034.8675624069024
Lion Air,2024-06-06,2024-07-12,36.0,Jakarta,Medan,2.1,Economy,2219.497788515032
Batik Air,2024-02-22,2024-04-28,66.0,Denpasar,Jakarta,1.9,Economy,1886.2389460851575
Citilink,2023-10-29,2023-11-11,13.0,Medan,Yogyakarta,3.8,Economy,1610.611471457425
Citilink,2024-06-11,2024-08-29,79.0,Medan,Jakarta,2.1,Economy,1617.0357772280147
Garuda Indonesia,2024-05-19,2024-05-23,4.0,Balikpapan,Yogyakarta,2.1,Economy,1552.3727527314622
Lion Air,2024-02-23,2024-03-24,30.0,Surabaya,Medan,3.6,Business,4916.1539322015005
Sriwijaya Air,2023-02-10,2023-02-25,15.0,Balikpapan,Jakarta,2.1,Business,3906.5846540555794
Sriwijaya Air,2024-12-09,2025-02-11,64.0,Surabaya,Balikpapan,1.6,Economy,687.1712430974446
Batik Air,2024-07-19,2024-09-06,49.0,Medan,Surabaya,3.6,Business,2466.867990080154
Garuda Indonesia,2023-05-07,2023-07-11,65.0,Surabaya,Medan,3.6,Economy,1750.5441859898099
Citilink,2023-02-04,2023-03-15,39.0,Makassar,Surabaya,1.4,Economy,1532.0798376746072
Citilink,2024-10-17,2024-11-19,33.0,Yogyakarta,Balikpapan,,Economy,1123.79930492418
AirAsia,2024-11-27,2024-12-17,20.0,Surabaya,Medan,3.5,Economy,1453.7343113223878
AirAsia,2024-03-24,2024-04-04,11.0,Balikpapan,Medan,3.6,Economy,1419.625086505554
Batik Air,2023-05-25,2023-06-12,18.0,Balikpapan,Denpasar,1.4,Economy,1141.7380368795755
Citilink,2024-02-24,2024-04-08,44.0,Makassar,Denpasar,1.2,Business,4940.038035663995
Citilink,2023-05-15,2023-07-29,75.0,Surabaya,Yogyakarta,0.8,Economy,1387.1914728880192
Garuda Indonesia,2024-04-05,2024-05-14,39.0,Yogyakarta,Makassar,2.2,Business,3791.1260447144423
Citilink,2023-10-13,2023-11-23,,Jakarta,Surabaya,1.4,Economy,1383.0597754028236
Lion Air,2024-08-23,2024-09-27,35.0,Denpasar,Surabaya,1.1,Economy,1668.501173401663
Batik Air,2023-05-04,2023-06-25,52.0,Makassar,Surabaya,1.7,Economy,1861.869594953082
Batik Air,2024-08-12,2024-10-31,80.0,Makassar,Surabaya,1.3,Economy,717.4848607095978
AirAsia,2023-09-16,2023-10-31,45.0,Medan,Surabaya,3.5,Economy,1856.2615366450627
Citilink,2023-11-07,2023-12-26,49.0,Yogyakarta,Jakarta,1.4,Economy,1521.9328442472777
Sriwijaya Air,2024-07-11,2024-08-12,32.0,Balikpapan,Yogyakarta,2.3,Business,3331.992306125143
Sriwijaya Air,2023-02-16,2023-04-10,,Yogyakarta,Surabaya,1.1,Economy,1091.0138390013337
Sriwijaya Air,2024-03-17,2024-04-27,41.0,Surabaya,Denpasar,0.9,Economy,1109.0709783991847
Batik Air,2024-08-09,2024-09-10,32.0,Jakarta,Denpasar,1.8,Economy,2011.7661134289754
Sriwijaya Air,2023-10-16,2023-12-26,71.0,Denpasar,Jakarta,1.8,Business,4029.8907063393335
Lion Air,2024-01-05,2024-03-20,75.0,Yogyakarta,Makassar,2.0,Economy,791.1536842497559
Sriwijaya Air,2023-10-12,2023-11-08,27.0,Jakarta,Makassar,2.4,Economy,1853.8410438946717
Sriwijaya Air,2024-02-04,2024-03-30,55.0,Jakarta,Medan,2.4,Economy,3188.371666855861
Lion Air,2023-09-18,2023-12-08,81.0,Denpasar,Makassar,1.4,Business,2218.4520735412793
Citilink,2023-06-24,2023-07-27,33.0,Jakarta,Denpasar,1.7,Economy,741.3784701761299
Batik Air,2024-07-06,2024-07-28,22.0,Makassar,Denpasar,1.1,Economy,1523.3822732194396
Batik Air,2023-10-23,2023-11-06,14.0,Balikpapan,Jakarta,1.8,Economy,2145.9702324769137
Citilink,2024-05-28,2024-06-11,14.0,Makassar,Balikpapan,0.9,Economy,1456.0941888000825
Lion Air,2024-04-14,2024-06-18,65.0,Makassar,Jakarta,2.4,Economy,1216.0221448030657
Lion Air,2024-11-07,2024-12-20,43.0,Surabaya,Balikpapan,1.5,Economy,954.9198702999608
Sriwijaya Air,2023-10-29,2023-11-03,5.0,Jakarta,Medan,2.1,Economy,1999.7653841273639
Batik Air,2023-11-21,2024-01-13,53.0,Yogyakarta,Jakarta,1.0,Business,3585.5687771835937
Garuda Indonesia,2024-11-20,2024-12-18,28.0,Jakarta,Medan,2.3,Economy,1101.2799427604507
Lion Air,2023-11-28,2024-02-07,71.0,Makassar,Jakarta,2.3,Business,3905.67892508814
Citilink,2024-07-18,2024-10-03,77.0,Balikpapan,Denpasar,1.4,Business,3423.3976180078193
Lion Air,2023-08-04,2023-10-23,80.0,Denpasar,Jakarta,1.9,Economy,1179.8110682731904
Garuda Indonesia,2023-10-23,2024-01-13,82.0,Jakarta,Makassar,2.5,Business,2611.2234053046404
Batik Air,2024-12-27,2025-02-11,46.0,Surabaya,Balikpapan,1.4,Economy,831.4084105577847
Sriwijaya Air,2024-08-11,2024-10-24,74.0,Surabaya,Balikpapan,1.5,Economy,670.5851886486656
Batik Air,2023-12-25,2024-01-20,26.0,Medan,Balikpapan,,Business,5112.5037274597025
AirAsia,2024-12-11,2025-03-10,89.0,Yogyakarta,Denpasar,1.1,Economy,1452.0702003550134
Citilink,2023-01-16,2023-02-09,24.0,Surabaya,Denpasar,0.8,Business,4895.775656061378
Lion Air,2024-11-13,2025-01-07,55.0,Balikpapan,Jakarta,2.2,Economy,1386.6869144333937
Sriwijaya Air,2024-07-18,2024-08-22,35.0,Jakarta,Medan,2.2,Business,2306.547558212137
Citilink,2023-08-01,2023-10-16,,Balikpapan,Jakarta,2.0,Economy,663.2354635571235
Sriwijaya Air,2023-01-05,2023-03-24,,Surabaya,Yogyakarta,0.9,Economy,1226.8830022209622
Garuda Indonesia,2023-07-23,2023-08-09,17.0,Denpasar,Balikpapan,1.6,Economy,1470.186112050734
Sriwijaya Air,2023-04-26,2023-05-01,5.0,Balikpapan,Surabaya,1.5,Business,5771.541211562547
Sriwijaya Air,2023-06-07,2023-08-16,70.0,Balikpapan,Denpasar,1.5,Economy,1138.2703280538447
Citilink,2024-06-20,2024-08-23,64.0,Denpasar,Surabaya,0.9,Economy,1359.8201591923537
Lion Air,2023-08-04,2023-08-24,20.0,Surabaya,Makassar,1.5,Economy,1799.2044053560792
Lion Air,2023-04-15,2023-06-06,52.0,Denpasar,Medan,4.2,Business,2162.8354815387943
Citilink,2024-08-18,2024-09-10,23.0,Surabaya,Medan,3.5,Economy,1329.0950237670138
Citilink,2024-04-12,2024-07-05,84.0,Yogyakarta,Denpasar,1.3,Economy,1544.3334273793848
Sriwijaya Air,2023-03-29,2023-06-25,88.0,Yogyakarta,Balikpapan,2.2,Economy,746.9041838631653
Batik Air,2024-05-17,2024-07-22,66.0,Balikpapan,Denpasar,1.7,Economy,1518.4747806175003
Garuda Indonesia,2023-03-15,2023-04-19,35.0,Denpasar,Makassar,1.4,Economy,4727.537402589133
Batik Air,2023-11-27,2023-12-01,4.0,Denpasar,Makassar,1.4,Economy,3960.1838531377243
Lion Air,2023-02-12,2023-03-04,20.0,Balikpapan,Makassar,1.1,Economy,2255.325293540839
Lion Air,2023-09-24,2023-11-15,52.0,Jakarta,Surabaya,1.5,Economy,1737.6314241869554
Garuda Indonesia,2023-12-16,2024-02-04,50.0,Balikpapan,Medan,3.3,Economy,1547.0534303772376
Lion Air,2024-11-20,2024-12-22,32.0,Balikpapan,Makassar,1.0,Business,5169.548085473745
Garuda Indonesia,2023-07-04,2023-07-08,4.0,Balikpapan,Denpasar,1.6,Economy,2522.0590406939054
Citilink,2024-08-01,2024-09-01,31.0,Yogyakarta,Surabaya,1.1,Economy,1383.681301624374
Garuda Indonesia,2024-06-15,2024-06-25,10.0,Denpasar,Jakarta,2.0,Economy,2214.2501343535123
Batik Air,2023-12-31,2024-02-16,47.0,Medan,Yogyakarta,3.9,Economy,957.2370852249086
Garuda Indonesia,2024-06-12,2024-07-03,21.0,Balikpapan,Medan,3.4,Business,3900.7140524018537
AirAsia,2023-02-08,2023-04-19,70.0,Jakarta,Surabaya,1.5,Economy,1544.2030327235823
AirAsia,2023-11-22,2024-02-11,81.0,Surabaya,Makassar,1.4,Economy,822.8882017758981
Lion Air,2024-02-11,2024-03-29,47.0,Surabaya,Makassar,1.5,Economy,1902.22641846129
Lion Air,2023-01-28,2023-01-30,2.0,Medan,Jakarta,2.1,Economy,981.1204182388498
Batik Air,2024-09-20,2024-11-28,69.0,Makassar,Denpasar,1.2,Economy,1589.3344073677765
AirAsia,2023-07-10,2023-07-12,2.0,Makassar,Yogyakarta,1.8,Economy,1335.1727054458593
Citilink,2023-11-13,2023-12-09,26.0,Medan,Balikpapan,3.5,Business,3670.4558549792196
Lion Air,2023-10-23,2023-12-25,63.0,Denpasar,Yogyakarta,1.2,Economy,1804.2135339873419
Lion Air,2024-08-31,2024-09-27,27.0,Makassar,Medan,4.0,Business,4696.410649234701
Garuda Indonesia,2024-03-13,2024-03-31,18.0,Makassar,Jakarta,2.6,Economy,2345.9351686634327
AirAsia,2024-09-23,2024-11-09,47.0,Jakarta,Balikpapan,2.1,Economy,1752.0329040481993
Lion Air,2024-10-03,2024-12-18,76.0,Surabaya,Medan,3.6,Economy,1528.987785856894
Sriwijaya Air,2024-10-14,2024-12-17,64.0,Surabaya,Jakarta,1.4,Business,1938.6266119901445
Lion Air,2023-04-16,2023-05-10,24.0,Jakarta,Yogyakarta,,Economy,2090.2810166270315
Citilink,2024-03-26,2024-06-08,74.0,Denpasar,Medan,4.3,Economy,1482.8960397162086
Batik Air,2024-11-02,2024-11-12,10.0,Balikpapan,Jakarta,1.8,Economy,1938.6018444605793
AirAsia,2023-07-22,2023-09-17,57.0,Makassar,Denpasar,1.3,Economy,863.3515467044826
Garuda Indonesia,2024-11-06,2025-01-22,77.0,Surabaya,Denpasar,0.9,Economy,1513.3203509640218
Lion Air,2024-08-29,2024-09-16,,Yogyakarta,Medan,3.9,Economy,1185.0388803726667
Batik Air,2023-12-28,2024-03-05,68.0,Surabaya,Medan,3.3,Economy,1725.4630565360646
Garuda Indonesia,2024-03-29,2024-04-17,19.0,Balikpapan,Yogyakarta,2.3,Economy,1751.0078907235745
Garuda Indonesia,2024-12-07,2025-02-23,78.0,Surabaya,Makassar,1.7,Economy,1230.2447010975072
Sriwijaya Air,2024-11-27,2024-12-23,26.0,Medan,Makassar,3.9,Economy,1677.631516350022
Garuda Indonesia,2023-12-06,2024-01-10,35.0,Jakarta,Denpasar,1.8,Economy,1552.849434986416
AirAsia,2024-08-31,2024-10-15,45.0,Balikpapan,Makassar,0.8,Economy,1501.8893403107547
Garuda Indonesia,2023-04-18,2023-05-27,39.0,Medan,Balikpapan,3.5,Economy,2287.5458119641075
Batik Air,2024-09-10,2024-10-15,35.0,Makassar,Surabaya,1.6,Economy,886.0622917925018
Garuda Indonesia,2024-03-05,2024-05-04,60.0,Denpasar,Medan,4.4,Business,2681.3445161410964
Lion Air,2023-11-20,2024-01-23,64.0,Denpasar,Makassar,1.2,Business,4476.285098699587
AirAsia,2024-04-09,2024-05-02,23.0,Surabaya,Balikpapan,1.5,Economy,2097.4089024921227
Lion Air,2024-08-16,2024-09-14,29.0,Yogyakarta,Denpasar,1.3,Business,5285.276856702443
Citilink,2024-10-04,2024-12-11,68.0,Denpasar,Medan,4.0,Economy,1871.9587437081564
Batik Air,2023-08-02,2023-09-13,42.0,Balikpapan,Makassar,0.9,Economy,1352.0181064193325
Sriwijaya Air,2023-07-31,2023-10-21,82.0,Balikpapan,Jakarta,2.1,Economy,1487.034644267056
AirAsia,2023-05-11,2023-07-29,79.0,Makassar,Medan,4.0,Economy,639.2947382930723
AirAsia,2023-04-28,2023-05-21,23.0,Makassar,Balikpapan,1.1,Business,4647.060634291351
Sriwijaya Air,2024-06-18,2024-07-15,27.0,Jakarta,Medan,2.2,Economy,997.5528914210578
Citilink,2024-07-09,2024-09-20,73.0,Makassar,Surabaya,,Economy,1464.7060540463772
AirAsia,2023-10-18,2023-11-27,40.0,Jakarta,Surabaya,1.4,Economy,1927.5542555723162
Lion Air,2023-09-04,2023-11-30,87.0,Denpasar,Medan,4.0,Economy,400.0
AirAsia,2023-06-21,2023-06-28,7.0,Surabaya,Makassar,1.6,Business,4384.545658585207
Sriwijaya Air,2024-06-27,2024-09-05,70.0,Balikpapan,Medan,3.6,Business,1591.4888659868259
Citilink,2023-08-08,2023-09-13,36.0,Yogyakarta,Makassar,2.1,Economy,2227.636262330744
Citilink,2024-02-05,2024-04-02,57.0,Balikpapan,Denpasar,1.7,Economy,1174.0077614606298
Garuda Indonesia,2023-03-16,2023-06-09,85.0,Denpasar,Balikpapan,1.7,Economy,1473.9021841570022
Citilink,2024-11-06,2024-12-01,25.0,Jakarta,Denpasar,1.9,Economy,2061.298915667595
Sriwijaya Air,2023-07-29,2023-08-01,3.0,Jakarta,Yogyakarta,1.1,Business,3785.093932268805
AirAsia,2023-02-21,2023-05-05,73.0,Medan,Denpasar,4.1,Economy,1096.2842568237618
Lion Air,2024-10-01,2024-12-29,89.0,Balikpapan,Surabaya,1.3,Economy,810.4375510792669
Lion Air,2023-12-23,2024-02-03,42.0,Surabaya,Denpasar,1.1,Economy,1045.525585890809
AirAsia,2024-05-02,2024-06-08,37.0,Jakarta,Yogyakarta,1.0,Economy,1076.007792436437
AirAsia,2024-05-18,2024-06-07,20.0,Makassar,Medan,4.0,Economy,845.5345230620756
Citilink,2024-12-24,2025-01-29,,Denpasar,Medan,4.0,Economy,1649.337140176124
Citilink,2024-03-28,2024-04-13,16.0,Balikpapan,Denpasar,1.7,Economy,2243.836192091273
Citilink,2024-06-17,2024-09-12,87.0,Yogyakarta,Makassar,2.1,Business,2111.9114906356044
Garuda Indonesia,2024-12-01,2025-02-20,81.0,Medan,Denpasar,4.0,Economy,1406.494189158726
AirAsia,2024-01-09,2024-03-10,61.0,Jakarta,Denpasar,1.9,Economy,1446.6797857181607
Citilink,2023-03-26,2023-04-04,9.0,Surabaya,Balikpapan,1.7,Business,4798.889600407059
Garuda Indonesia,2023-07-27,2023-08-04,8.0,Denpasar,Yogyakarta,1.3,Economy,1237.4680301034778
Lion Air,2023-12-17,2024-01-12,26.0,Surabaya,Medan,3.5,Business,3708.0543137829004
Lion Air,2024-02-20,2024-02-27,7.0,Surabaya,Denpasar,0.9,Economy,959.4647179889129
Batik Air,2024-10-16,2025-01-01,77.0,Balikpapan,Denpasar,1.4,Economy,1460.819927323234
Garuda Indonesia,2024-02-06,2024-03-18,41.0,Jakarta,Medan,2.2,Business,4163.656412816685
Garuda Indonesia,2023-04-19,2023-07-04,76.0,Jakarta,Makassar,2.4,Economy,552.0762472042234
Batik Air,2024-01-31,2024-03-22,51.0,Surabaya,Balikpapan,1.5,Economy,1404.3213284373035
Batik Air,2024-05-31,2024-06-12,12.0,Medan,Jakarta,2.2,Economy,949.6369594591458
Citilink,2024-04-07,2024-05-16,39.0,Balikpapan,Yogyakarta,2.3,Economy,1261.3419789949915
Batik Air,2024-10-27,2024-11-08,12.0,Medan,Surabaya,,Business,3423.553764594084
AirAsia,2024-04-12,2024-06-14,63.0,Makassar,Denpasar,1.2,Economy,1281.2475775149644
AirAsia,2023-04-08,2023-05-27,49.0,Jakarta,Balikpapan,1.8,Economy,1514.6347197491777
AirAsia,2024-12-09,2024-12-29,20.0,Makassar,Jakarta,2.6,Economy,1859.2030368423245
AirAsia,2024-04-07,2024-06-01,55.0,Jakarta,Denpasar,1.7,Economy,1390.3491033534228
Sriwijaya Air,2023-04-17,2023-06-18,62.0,Makassar,Medan,4.0,Economy,919.2216266080857
Garuda Indonesia,2024-04-19,2024-06-26,68.0,Balikpapan,Jakarta,1.9,Economy,702.8913598381611
AirAsia,2023-11-21,2024-02-09,80.0,Medan,Makassar,4.1,Economy,848.7440189631086
Sriwijaya Air,2023-03-19,2023-05-31,73.0,Surabaya,Balikpapan,1.5,Economy,857.2949760768355
AirAsia,2024-09-04,2024-10-28,54.0,Denpasar,Jakarta,1.9,Economy,1628.1731504677841
Citilink,2023-01-12,2023-01-15,3.0,Jakarta,Balikpapan,1.9,Economy,2586.097371468102
Garuda Indonesia,2023-09-13,2023-10-04,21.0,Denpasar,Yogyakarta,1.2,Economy,1409.2737903298828
Citilink,2023-03-09,2023-03-19,10.0,Yogyakarta,Jakarta,1.0,Economy,1393.5725753681438
Lion Air,2024-02-28,2024-05-24,86.0,Makassar,Jakarta,2.6,Economy,821.3090847151066
Garuda Indonesia,2024-09-22,2024-10-18,,Balikpapan,Surabaya,1.3,Economy,2088.6464691168003
Citilink,2024-07-13,2024-10-09,88.0,Surabaya,Jakarta,1.3,Business,3000.270123311832
Batik Air,2024-09-30,2024-12-19,80.0,Makassar,Medan,3.9,Economy,1445.8215143609182
Sriwijaya Air,2023-02-08,2023-03-04,24.0,Balikpapan,Denpasar,1.6,Economy,1797.6670706336602
Sriwijaya Air,2024-12-01,2025-02-09,70.0,Jakarta,Yogyakarta,1.2,Economy,1195.0781257058075
Garuda Indonesia,2023-10-19,2023-12-04,46.0,Surabaya,Balikpapan,1.3,Economy,1901.0185392207345
